loan_id,applicant_name,age,gender,marital_status,dependents,education_level,employment_type,employment_years,annual_income,loan_amount,loan_purpose,loan_term_months,interest_rate,credit_score,property_ownership,loan_status,application_date,debt_to_income_ratio,income_category,loan_status_approved
784,Applicant_784,45,Female,Married,1,Graduate,Business Owner,20,991949.52,439686.28,Personal,48,7.69,546,Owned,Approved,2026-01-30 21:51:24.036449,44.33,High,True
785,Applicant_785,23,Male,Married,1,Graduate,Business Owner,0,502461.57,145916.17,Business,60,8.39,510,Rented,Rejected,2026-03-28 21:51:24.036453,29.04,High,False
786,Applicant_786,52,Male,Single,1,Post-Graduate,Salaried,0,1275509.59,515797.45,Home,12,7.73,779,Owned,Rejected,2026-03-09 21:51:24.036456,40.44,High,False
787,Applicant_787,23,Male,Single,0,Post-Graduate,Salaried,2,468444.36,995414.45,Home,48,9.07,562,Rented,Approved,2025-10-07 21:51:24.036459,212.49,High,True
788,Applicant_788,47,Male,Single,1,Post-Graduate,Salaried,8,1031301.8,555862.05,Personal,48,8.39,649,Mortgage,Approved,2026-06-30 21:51:24.036463,53.9,High,True
789,Applicant_789,49,Female,Married,1,Post-Graduate,Student,17,545249.75,1059238.54,Debt Consolidation,36,3.0,728,Mortgage,Approved,2026-02-25 21:51:24.036466,194.27,High,True
790,Applicant_790,52,Male,Single,2,Graduate,Self-Employed,4,1004187.91,224963.49,Personal,12,7.77,675,Rented,Pending,2026-03-01 21:51:24.036470,22.4,High,False
791,Applicant_791,39,Male,Single,0,Graduate,Self-Employed,7,236085.07,141336.58,Education,24,8.42,674,Owned,Approved,2025-10-10 21:51:24.036473,59.87,High,True
792,Applicant_792,41,Female,Single,1,Graduate,Salaried,1,668726.81,212435.64,Debt Consolidation,60,11.96,685,Owned,Approved,2025-10-08 21:51:24.036476,31.77,High,True
793,Applicant_793,25,Male,Single,3,Post-Graduate,Self-Employed,13,511514.69,481771.85,Auto,60,5.59,850,Rented,Approved,2026-08-16 21:51:24.036480,94.19,High,True
794,Applicant_794,38,Female,Single,0,Graduate,Student,27,1203293.03,1262425.63,Education,120,9.21,822,Rented,Approved,2026-06-21 21:51:24.036483,104.91,High,True
795,Applicant_795,48,Male,Single,1,Graduate,Business Owner,2,1034904.99,50000.0,Education,36,10.47,624,Owned,Approved,2025-10-03 21:51:24.036487,4.83,High,True
796,Applicant_796,62,Female,Married,3,Post-Graduate,Self-Employed,5,356969.58,673505.67,Auto,48,7.98,764,Owned,Rejected,2026-02-07 21:51:24.036490,188.67,High,False
797,Applicant_797,42,Male,Married,0,Under-Graduate,Salaried,0,768727.71,304009.71,Personal,84,3.0,720,Owned,Rejected,2026-08-22 21:51:24.036494,39.55,High,False
798,Applicant_798,41,Female,Married,0,Graduate,Salaried,6,541072.86,437335.15,Education,36,12.04,678,Owned,Approved,2026-08-13 21:51:24.036497,80.83,High,True
799,Applicant_799,26,Female,Married,2,Post-Graduate,Salaried,5,1230102.88,147754.42,Auto,60,11.11,607,Mortgage,Approved,2026-07-17 21:51:24.036500,12.01,High,True
800,Applicant_800,21,Male,Married,1,Under-Graduate,Salaried,1,1358609.66,746158.73,Auto,60,9.3,716,Mortgage,Rejected,2026-07-28 21:51:24.036504,54.92,High,False
801,Applicant_801,25,Female,Married,2,Under-Graduate,Salaried,4,273341.94,487700.96,Home,24,8.64,655,Owned,Approved,2026-02-28 21:51:24.036507,178.42,High,True
802,Applicant_802,61,Female,Married,3,High School,Salaried,3,1180681.19,804486.99,Education,84,3.0,649,Mortgage,Approved,2025-12-09 21:51:24.036510,68.14,High,True
803,Applicant_803,32,Female,Married,0,Graduate,Salaried,5,520681.57,549068.65,Home,60,11.21,618,Owned,Pending,2025-11-12 21:51:24.036514,105.45,High,False
804,Applicant_804,46,Female,Single,2,Graduate,Retired,7,748833.29,50000.0,Home,12,13.7,759,Mortgage,Rejected,2026-08-07 21:51:24.036517,6.68,High,False
805,Applicant_805,54,Female,Divorced,2,High School,Self-Employed,0,862901.69,807031.98,Business,24,4.6,618,Owned,Rejected,2026-02-27 21:51:24.036520,93.53,High,False
806,Applicant_806,34,Male,Married,0,Post-Graduate,Business Owner,11,1576642.47,50000.0,Business,12,13.21,619,Mortgage,Approved,2026-02-25 21:51:24.036524,3.17,High,True
807,Applicant_807,46,Male,Divorced,2,Post-Graduate,Business Owner,9,448460.11,50000.0,Personal,36,12.46,742,Owned,Approved,2025-12-27 21:51:24.036527,11.15,High,True
808,Applicant_808,47,Female,Married,1,Under-Graduate,Salaried,3,1183899.89,243183.25,Education,48,4.5,668,Rented,Approved,2025-09-12 21:51:24.036531,20.54,High,True
809,Applicant_809,29,Male,Married,2,Under-Graduate,Business Owner,0,381398.24,246920.45,Personal,48,7.12,670,Owned,Approved,2026-04-01 21:51:24.036534,64.74,High,True
810,Applicant_810,46,Female,Married,0,High School,Salaried,11,353762.57,890885.98,Debt Consolidation,36,3.62,762,Owned,Rejected,2025-12-15 21:51:24.036537,251.83,High,False
811,Applicant_811,42,Female,Married,2,High School,Self-Employed,24,861385.38,452076.21,Personal,84,8.27,785,Owned,Approved,2026-05-20 21:51:24.036541,52.48,High,True
812,Applicant_812,50,Male,Single,1,Under-Graduate,Salaried,2,858691.8,849267.88,Business,48,10.07,509,Owned,Rejected,2026-07-04 21:51:24.036544,98.9,High,False
813,Applicant_813,63,Male,Single,3,Graduate,Retired,3,150000.0,340983.11,Auto,12,3.88,669,Mortgage,Approved,2026-02-23 21:51:24.036547,227.32,Upper-Middle,True
814,Applicant_814,37,Female,Married,0,High School,Salaried,1,1313838.52,588940.98,Debt Consolidation,36,9.85,567,Owned,Approved,2025-10-12 21:51:24.036551,44.83,High,True
815,Applicant_815,46,Male,Married,1,Graduate,Salaried,6,150000.0,632731.85,Auto,48,10.74,649,Owned,Pending,2026-06-03 21:51:24.036554,421.82,Upper-Middle,False
816,Applicant_816,56,Female,Married,2,Graduate,Retired,1,791625.03,694898.32,Home,48,10.79,679,Rented,Approved,2026-03-07 21:51:24.036558,87.78,High,True
817,Applicant_817,21,Male,Married,3,High School,Salaried,3,1381046.18,369820.67,Auto,36,10.09,651,Mortgage,Approved,2026-08-06 21:51:24.036561,26.78,High,True
818,Applicant_818,28,Female,Married,2,Graduate,Business Owner,9,1733673.59,394200.63,Home,24,4.2,597,Mortgage,Approved,2025-12-27 21:51:24.036564,22.74,High,True
819,Applicant_819,55,Male,Married,2,Graduate,Business Owner,6,704780.05,416523.44,Debt Consolidation,60,8.07,593,Mortgage,Approved,2026-06-29 21:51:24.036568,59.1,High,True
820,Applicant_820,35,Female,Single,3,Graduate,Business Owner,3,276820.37,50000.0,Education,120,9.73,738,Owned,Approved,2026-05-16 21:51:24.036571,18.06,High,True
821,Applicant_821,42,Male,Divorced,3,High School,Retired,4,1366219.29,476507.48,Education,36,13.61,802,Owned,Approved,2026-04-11 21:51:24.036574,34.88,High,True
822,Applicant_822,34,Female,Married,1,Post-Graduate,Retired,6,1196062.62,392568.41,Business,48,8.51,515,Rented,Approved,2025-10-29 21:51:24.036578,32.82,High,True
823,Applicant_823,46,Male,Divorced,2,Under-Graduate,Salaried,0,654403.08,662420.41,Education,60,9.99,653,Owned,Rejected,2026-03-22 21:51:24.036581,101.23,High,False
824,Applicant_824,48,Female,Married,3,Graduate,Business Owner,0,603705.02,525564.33,Home,60,5.24,738,Rented,Approved,2026-01-08 21:51:24.036584,87.06,High,True
825,Applicant_825,43,Female,Married,4,Under-Graduate,Self-Employed,17,563043.13,874186.9,Business,48,4.46,677,Owned,Approved,2026-06-12 21:51:24.036588,155.26,High,True
826,Applicant_826,34,Male,Married,3,Under-Graduate,Self-Employed,0,712165.39,519624.77,Business,84,4.01,590,Owned,Approved,2026-08-10 21:51:24.036591,72.96,High,True
827,Applicant_827,44,Male,Single,1,Graduate,Salaried,9,976427.26,342582.41,Auto,48,7.03,641,Owned,Approved,2026-08-06 21:51:24.036595,35.09,High,True
828,Applicant_828,22,Male,Divorced,0,Post-Graduate,Business Owner,20,623594.17,516155.22,Personal,48,15.72,704,Owned,Approved,2026-02-25 21:51:24.036598,82.77,High,True
829,Applicant_829,46,Female,Single,2,Graduate,Retired,2,674167.89,702766.83,Home,60,7.09,655,Mortgage,Approved,2026-04-05 21:51:24.036601,104.24,High,True
830,Applicant_830,34,Female,Married,3,High School,Retired,3,1106511.61,50000.0,Home,120,9.78,676,Rented,Approved,2026-07-21 21:51:24.036605,4.52,High,True
831,Applicant_831,27,Male,Single,2,Post-Graduate,Self-Employed,6,257034.34,299730.41,Home,60,10.45,678,Mortgage,Rejected,2025-11-20 21:51:24.036608,116.61,High,False
832,Applicant_832,23,Male,Married,2,High School,Salaried,17,699625.71,305630.51,Auto,12,4.68,638,Rented,Pending,2025-11-13 21:51:24.036611,43.68,High,False
833,Applicant_833,43,Male,Single,3,Graduate,Salaried,22,179623.59,615077.26,Personal,36,6.98,745,Rented,Rejected,2026-04-07 21:51:24.036615,342.43,Upper-Middle,False
834,Applicant_834,63,Female,Married,1,Under-Graduate,Business Owner,10,893364.99,647640.23,Personal,48,10.69,641,Rented,Approved,2026-08-15 21:51:24.036618,72.49,High,True
835,Applicant_835,38,Male,Married,3,Under-Graduate,Business Owner,0,150000.0,528343.76,Auto,36,10.0,599,Mortgage,Approved,2026-02-23 21:51:24.036622,352.23,Upper-Middle,True
836,Applicant_836,58,Female,Single,1,Under-Graduate,Self-Employed,8,1206004.05,50000.0,Education,60,3.0,850,Owned,Pending,2025-12-04 21:51:24.036625,4.15,High,False
837,Applicant_837,55,Male,Single,1,High School,Salaried,4,324145.04,50000.0,Business,60,10.58,673,Mortgage,Approved,2025-12-02 21:51:24.036628,15.43,High,True
838,Applicant_838,35,Female,Married,2,Graduate,Self-Employed,5,150000.0,433099.09,Home,60,6.57,471,Owned,Rejected,2026-05-23 21:51:24.036632,288.73,Upper-Middle,False
839,Applicant_839,45,Male,Single,3,Graduate,Self-Employed,0,704554.68,359588.56,Home,120,6.66,780,Rented,Approved,2025-09-05 21:51:24.036635,51.04,High,True
840,Applicant_840,57,Male,Married,0,Under-Graduate,Retired,1,1534442.92,501503.71,Debt Consolidation,36,9.92,780,Mortgage,Approved,2025-11-07 21:51:24.036639,32.68,High,True
841,Applicant_841,48,Female,Single,0,Under-Graduate,Self-Employed,12,1134476.98,368568.51,Business,84,13.83,716,Rented,Rejected,2026-08-27 21:51:24.036642,32.49,High,False
842,Applicant_842,30,Female,Single,4,Post-Graduate,Salaried,4,150000.0,928859.89,Debt Consolidation,60,7.8,730,Mortgage,Rejected,2025-11-06 21:51:24.036646,619.24,Upper-Middle,False
843,Applicant_843,59,Female,Single,0,Graduate,Self-Employed,2,312749.89,50000.0,Auto,48,12.63,850,Rented,Rejected,2026-08-01 21:51:24.036650,15.99,High,False
844,Applicant_844,37,Male,Single,2,Post-Graduate,Salaried,3,691759.85,584735.74,Business,60,3.46,602,Owned,Pending,2026-07-23 21:51:24.036654,84.53,High,False
845,Applicant_845,59,Male,Married,2,Graduate,Retired,15,1745341.26,731842.91,Home,24,8.96,690,Mortgage,Approved,2026-03-21 21:51:24.036657,41.93,High,True
846,Applicant_846,42,Female,Married,2,Post-Graduate,Salaried,11,474418.34,696430.77,Auto,60,6.61,837,Mortgage,Approved,2026-07-28 21:51:24.036660,146.8,High,True
847,Applicant_847,46,Female,Single,2,Post-Graduate,Self-Employed,2,477645.9,720436.44,Education,48,9.49,850,Owned,Pending,2026-04-23 21:51:24.036664,150.83,High,False
848,Applicant_848,64,Male,Married,1,Under-Graduate,Salaried,0,1460971.75,760712.45,Auto,36,7.46,650,Mortgage,Approved,2025-12-09 21:51:24.036667,52.07,High,True
849,Applicant_849,45,Male,Married,2,Graduate,Business Owner,2,927962.88,330885.63,Home,60,3.81,840,Rented,Approved,2025-09-17 21:51:24.036671,35.66,High,True
850,Applicant_850,37,Male,Married,1,Post-Graduate,Business Owner,20,1271200.01,191584.55,Auto,60,5.39,744,Mortgage,Approved,2026-01-30 21:51:24.036674,15.07,High,True
851,Applicant_851,33,Female,Married,2,Graduate,Business Owner,6,559160.18,50000.0,Home,36,3.0,799,Owned,Approved,2026-03-31 21:51:24.036677,8.94,High,True
852,Applicant_852,40,Male,Single,0,Graduate,Salaried,6,809345.66,398471.21,Business,12,3.93,741,Rented,Approved,2026-07-28 21:51:24.036681,49.23,High,True
853,Applicant_853,45,Male,Married,2,Under-Graduate,Salaried,7,1376252.74,282290.73,Education,48,10.18,704,Owned,Approved,2026-05-20 21:51:24.036684,20.51,High,True
854,Applicant_854,24,Male,Single,0,High School,Salaried,3,792063.65,825250.47,Home,48,7.62,850,Rented,Rejected,2025-10-03 21:51:24.036688,104.19,High,False
855,Applicant_855,30,Male,Married,1,Graduate,Business Owner,13,1299221.28,419483.73,Home,84,9.31,637,Owned,Rejected,2025-10-30 21:51:24.036691,32.29,High,False
856,Applicant_856,23,Male,Married,1,Under-Graduate,Salaried,5,1004906.92,211486.39,Home,84,14.85,832,Rented,Approved,2025-09-09 21:51:24.036695,21.05,High,True
857,Applicant_857,61,Male,Married,0,High School,Self-Employed,0,434148.37,167210.07,Business,48,7.46,844,Owned,Approved,2026-01-21 21:51:24.036698,38.51,High,True
858,Applicant_858,38,Male,Married,3,Under-Graduate,Student,1,843473.12,1056869.62,Home,60,10.72,789,Mortgage,Approved,2025-12-18 21:51:24.036701,125.3,High,True
859,Applicant_859,56,Female,Married,1,Graduate,Student,6,1242553.6,493815.83,Personal,48,8.6,674,Rented,Approved,2026-03-10 21:51:24.036705,39.74,High,True
860,Applicant_860,42,Male,Single,4,High School,Self-Employed,22,1117766.48,281178.75,Home,60,18.0,699,Owned,Approved,2025-12-14 21:51:24.036708,25.16,High,True
861,Applicant_861,54,Male,Married,4,Graduate,Self-Employed,2,833898.84,534731.71,Home,36,3.0,578,Owned,Approved,2026-07-02 21:51:24.036711,64.12,High,True
862,Applicant_862,28,Female,Single,2,Graduate,Salaried,16,150000.0,1031128.96,Personal,48,5.99,643,Mortgage,Approved,2026-08-19 21:51:24.036716,687.42,Upper-Middle,True
863,Applicant_863,60,Female,Married,0,Graduate,Business Owner,11,150000.0,390889.42,Business,60,10.79,729,Owned,Approved,2026-08-23 21:51:24.036720,260.59,Upper-Middle,True
864,Applicant_864,64,Male,Married,1,Post-Graduate,Business Owner,2,216677.76,692363.0,Home,12,5.86,565,Owned,Approved,2025-09-27 21:51:24.036723,319.54,High,True
865,Applicant_865,39,Male,Single,3,Graduate,Salaried,0,645823.12,832209.09,Personal,60,10.48,656,Owned,Approved,2026-05-06 21:51:24.036726,128.86,High,True
866,Applicant_866,62,Male,Married,1,Graduate,Self-Employed,0,699152.85,50000.0,Education,60,8.29,835,Rented,Approved,2025-12-06 21:51:24.036730,7.15,High,True
867,Applicant_867,61,Female,Married,0,Graduate,Business Owner,10,259835.44,321244.52,Personal,48,11.53,667,Rented,Approved,2026-03-08 21:51:24.036733,123.63,High,True
868,Applicant_868,57,Female,Married,2,Under-Graduate,Student,1,1259005.12,797104.26,Business,48,4.54,762,Owned,Approved,2026-01-20 21:51:24.036737,63.31,High,True
869,Applicant_869,26,Female,Married,3,High School,Salaried,3,344492.37,304195.04,Business,84,9.1,725,Rented,Pending,2026-02-04 21:51:24.036740,88.3,High,False
870,Applicant_870,46,Female,Single,3,Graduate,Self-Employed,5,301776.38,616095.11,Debt Consolidation,60,10.13,655,Owned,Approved,2026-08-04 21:51:24.036743,204.16,High,True
871,Applicant_871,54,Female,Married,0,High School,Salaried,10,885294.3,287625.15,Home,36,8.96,667,Owned,Rejected,2026-03-11 21:51:24.036747,32.49,High,False
872,Applicant_872,26,Male,Single,2,High School,Salaried,0,1239562.05,375245.47,Business,36,9.02,693,Owned,Approved,2026-05-17 21:51:24.036754,30.27,High,True
873,Applicant_873,57,Male,Single,1,Under-Graduate,Retired,4,1671941.85,341138.13,Education,60,12.71,515,Rented,Rejected,2026-06-29 21:51:24.036757,20.4,High,False
874,Applicant_874,53,Female,Married,1,Graduate,Business Owner,5,1083018.02,678267.64,Home,48,3.0,755,Mortgage,Approved,2026-06-03 21:51:24.036761,62.63,High,True
875,Applicant_875,42,Female,Divorced,3,Under-Graduate,Business Owner,6,1481931.89,556442.43,Home,36,8.94,670,Mortgage,Rejected,2025-12-16 21:51:24.036764,37.55,High,False
876,Applicant_876,41,Male,Married,1,High School,Salaried,13,365177.34,527680.64,Home,36,4.27,758,Rented,Approved,2026-03-16 21:51:24.036767,144.5,High,True
877,Applicant_877,26,Female,Divorced,1,Under-Graduate,Business Owner,1,1713895.7,1202098.67,Business,84,11.15,711,Owned,Rejected,2026-03-14 21:51:24.036771,70.14,High,False
878,Applicant_878,26,Male,Married,0,Graduate,Self-Employed,13,150000.0,987115.27,Education,60,5.57,666,Owned,Approved,2026-06-05 21:51:24.036774,658.08,Upper-Middle,True
879,Applicant_879,24,Male,Single,3,Post-Graduate,Salaried,9,648464.3,50000.0,Education,120,3.0,695,Rented,Approved,2026-02-07 21:51:24.036777,7.71,High,True
880,Applicant_880,50,Male,Married,3,Post-Graduate,Self-Employed,6,1074261.01,375845.29,Home,60,11.24,696,Owned,Rejected,2026-05-30 21:51:24.036781,34.99,High,False
881,Applicant_881,31,Male,Married,2,Post-Graduate,Salaried,9,207913.19,1179409.83,Education,84,7.56,798,Rented,Approved,2026-05-31 21:51:24.036784,567.26,High,True
882,Applicant_882,50,Female,Single,3,Graduate,Business Owner,4,479179.96,339114.79,Debt Consolidation,36,9.75,685,Mortgage,Pending,2026-04-30 21:51:24.036788,70.77,High,False
883,Applicant_883,51,Male,Single,0,Graduate,Self-Employed,1,415630.99,1084568.88,Auto,60,13.49,703,Mortgage,Approved,2026-03-25 21:51:24.036791,260.95,High,True
884,Applicant_884,44,Female,Married,2,Under-Graduate,Salaried,8,725911.6,380628.49,Business,12,9.8,579,Owned,Approved,2026-02-21 21:51:24.036794,52.43,High,True
885,Applicant_885,29,Female,Married,1,High School,Salaried,5,1418633.14,434480.68,Personal,60,9.09,676,Owned,Rejected,2026-02-21 21:51:24.036798,30.63,High,False
886,Applicant_886,23,Female,Single,0,Graduate,Salaried,8,856730.03,741799.98,Personal,48,8.33,796,Mortgage,Approved,2025-12-09 21:51:24.036801,86.59,High,True
887,Applicant_887,51,Male,Single,2,High School,Salaried,3,664774.42,474741.99,Education,36,4.48,714,Mortgage,Approved,2026-07-07 21:51:24.036804,71.41,High,True
888,Applicant_888,60,Male,Divorced,4,Graduate,Self-Employed,18,150000.0,638494.9,Personal,84,7.75,593,Mortgage,Rejected,2026-04-10 21:51:24.036808,425.66,Upper-Middle,False
889,Applicant_889,57,Male,Single,0,Under-Graduate,Business Owner,7,1036702.08,940985.64,Auto,84,15.41,602,Rented,Rejected,2026-08-09 21:51:24.036811,90.77,High,False
890,Applicant_890,56,Female,Divorced,1,Under-Graduate,Salaried,0,1166006.16,712464.26,Personal,12,7.19,620,Rented,Pending,2026-06-14 21:51:24.036814,61.1,High,False
891,Applicant_891,44,Female,Single,1,Under-Graduate,Salaried,4,169992.09,539629.0,Home,60,7.95,759,Owned,Approved,2026-01-10 21:51:24.036818,317.44,Upper-Middle,True
892,Applicant_892,51,Male,Married,1,High School,Self-Employed,11,823211.06,968587.52,Auto,48,12.9,750,Owned,Approved,2026-04-20 21:51:24.036821,117.66,High,True
893,Applicant_893,26,Female,Married,4,Graduate,Business Owner,12,927203.28,745472.49,Home,48,3.11,403,Rented,Approved,2026-07-04 21:51:24.036824,80.4,High,True
894,Applicant_894,22,Male,Single,2,High School,Salaried,5,1235840.7,294607.91,Personal,60,10.67,673,Rented,Approved,2025-11-30 21:51:24.036828,23.84,High,True
895,Applicant_895,40,Female,Single,2,Graduate,Salaried,18,560092.62,1054421.07,Auto,36,3.0,691,Mortgage,Rejected,2026-05-20 21:51:24.036831,188.26,High,False
896,Applicant_896,48,Male,Married,3,Under-Graduate,Self-Employed,2,499855.86,679862.37,Home,84,9.9,603,Mortgage,Approved,2026-06-20 21:51:24.036835,136.01,High,True
897,Applicant_897,31,Female,Married,0,Under-Graduate,Salaried,4,667401.08,440170.5,Home,36,8.42,648,Owned,Approved,2025-11-02 21:51:24.036838,65.95,High,True
898,Applicant_898,24,Male,Divorced,2,Under-Graduate,Salaried,18,1363774.82,50000.0,Debt Consolidation,60,10.64,786,Mortgage,Approved,2026-08-11 21:51:24.036841,3.67,High,True
899,Applicant_899,35,Female,Married,1,Graduate,Business Owner,18,1267538.18,114278.61,Personal,60,4.96,712,Owned,Rejected,2025-09-08 21:51:24.036845,9.02,High,False
900,Applicant_900,26,Female,Married,2,High School,Self-Employed,9,841461.88,976037.77,Education,36,6.63,640,Mortgage,Pending,2026-05-04 21:51:24.036848,115.99,High,False
901,Applicant_901,50,Female,Married,4,Graduate,Self-Employed,15,1257910.61,987106.27,Business,36,10.82,665,Owned,Approved,2026-03-29 21:51:24.036852,78.47,High,True
902,Applicant_902,58,Male,Married,3,Graduate,Business Owner,0,150000.0,523879.54,Education,60,6.72,661,Rented,Approved,2025-10-02 21:51:24.036855,349.25,Upper-Middle,True
903,Applicant_903,22,Male,Married,1,Under-Graduate,Business Owner,16,1166661.68,50000.0,Auto,60,11.14,702,Owned,Rejected,2026-05-04 21:51:24.036859,4.29,High,False
904,Applicant_904,35,Male,Married,3,Post-Graduate,Salaried,3,402493.53,195646.93,Debt Consolidation,36,9.23,565,Owned,Approved,2026-07-29 21:51:24.036862,48.61,High,True
905,Applicant_905,31,Male,Married,0,Under-Graduate,Salaried,1,1556809.8,50000.0,Home,48,6.94,626,Owned,Approved,2025-10-09 21:51:24.036865,3.21,High,True
906,Applicant_906,28,Male,Single,0,Graduate,Salaried,2,424302.12,50000.0,Auto,24,7.4,762,Rented,Approved,2026-07-08 21:51:24.036869,11.78,High,True
907,Applicant_907,46,Female,Married,1,Graduate,Salaried,4,508895.13,1067504.66,Auto,36,8.51,674,Mortgage,Approved,2026-06-29 21:51:24.036872,209.77,High,True
908,Applicant_908,64,Female,Single,1,Under-Graduate,Business Owner,2,1074969.49,1076777.01,Education,48,7.73,612,Rented,Approved,2026-01-11 21:51:24.036875,100.17,High,True
909,Applicant_909,25,Male,Single,2,Post-Graduate,Student,3,1113581.65,186162.8,Education,24,11.06,615,Rented,Rejected,2025-12-12 21:51:24.036879,16.72,High,False
910,Applicant_910,26,Male,Married,2,Graduate,Retired,1,671467.17,497554.21,Education,60,7.2,737,Owned,Approved,2025-09-02 21:51:24.036882,74.1,High,True
911,Applicant_911,46,Male,Single,4,Under-Graduate,Self-Employed,2,998561.61,140257.08,Home,60,6.49,638,Owned,Approved,2026-08-23 21:51:24.036885,14.05,High,True
912,Applicant_912,24,Female,Married,2,Post-Graduate,Salaried,6,1048151.93,495733.35,Education,84,11.69,720,Owned,Pending,2026-07-31 21:51:24.036889,47.3,High,False
913,Applicant_913,39,Male,Single,2,Post-Graduate,Salaried,4,1007245.86,959005.09,Home,60,7.02,629,Mortgage,Rejected,2025-12-17 21:51:24.036892,95.21,High,False
914,Applicant_914,40,Female,Married,0,Post-Graduate,Business Owner,3,688178.03,802041.33,Home,84,6.61,589,Owned,Approved,2025-08-29 21:51:24.036896,116.55,High,True
915,Applicant_915,53,Male,Single,0,Under-Graduate,Self-Employed,10,1052084.41,726425.57,Home,48,3.0,699,Owned,Approved,2026-01-09 21:51:24.036899,69.05,High,True
916,Applicant_916,40,Female,Single,2,Under-Graduate,Self-Employed,17,1412548.16,445629.67,Personal,60,4.86,672,Mortgage,Approved,2025-09-05 21:51:24.036903,31.55,High,True
917,Applicant_917,32,Female,Married,1,Under-Graduate,Business Owner,11,359804.61,853350.79,Auto,120,5.56,734,Rented,Approved,2026-02-09 21:51:24.036906,237.17,High,True
918,Applicant_918,21,Male,Married,3,Graduate,Business Owner,3,513975.99,681067.25,Business,60,6.61,750,Owned,Approved,2025-09-30 21:51:24.036909,132.51,High,True
919,Applicant_919,46,Female,Single,0,Under-Graduate,Business Owner,10,860902.25,613096.36,Business,12,5.97,651,Mortgage,Approved,2025-11-30 21:51:24.036913,71.22,High,True
920,Applicant_920,34,Male,Single,0,Under-Graduate,Salaried,1,427510.38,467685.39,Business,60,11.94,707,Rented,Approved,2025-09-23 21:51:24.036916,109.4,High,True
921,Applicant_921,58,Female,Married,1,Under-Graduate,Business Owner,1,150000.0,589144.42,Education,84,5.79,648,Owned,Approved,2025-10-28 21:51:24.036920,392.76,Upper-Middle,True
922,Applicant_922,57,Male,Single,1,Graduate,Student,3,1287249.19,580710.44,Auto,60,6.05,730,Mortgage,Approved,2026-07-13 21:51:24.036923,45.11,High,True
923,Applicant_923,31,Female,Married,0,High School,Salaried,13,150000.0,348399.14,Auto,48,9.04,698,Owned,Approved,2026-07-31 21:51:24.036927,232.27,Upper-Middle,True
924,Applicant_924,56,Female,Single,3,Under-Graduate,Self-Employed,2,689046.92,283023.37,Business,60,4.64,630,Owned,Approved,2026-08-21 21:51:24.036930,41.07,High,True
925,Applicant_925,33,Female,Married,0,Graduate,Salaried,0,1153577.73,220866.05,Education,120,13.97,623,Mortgage,Approved,2026-01-08 21:51:24.036933,19.15,High,True
926,Applicant_926,63,Female,Single,2,Post-Graduate,Retired,1,956679.92,238798.33,Personal,24,11.31,701,Rented,Approved,2026-02-10 21:51:24.036937,24.96,High,True
927,Applicant_927,23,Male,Married,1,High School,Salaried,15,695100.25,447331.19,Personal,60,4.41,772,Rented,Approved,2026-05-26 21:51:24.036940,64.35,High,True
928,Applicant_928,53,Male,Married,0,Graduate,Self-Employed,8,411024.17,401248.23,Home,36,12.05,752,Mortgage,Approved,2026-06-07 21:51:24.036943,97.62,High,True
929,Applicant_929,26,Male,Married,1,High School,Salaried,2,987547.13,326194.55,Home,60,12.78,604,Mortgage,Approved,2026-06-01 21:51:24.036947,33.03,High,True
930,Applicant_930,30,Male,Married,3,Under-Graduate,Business Owner,6,454642.22,305461.19,Business,60,4.5,612,Owned,Approved,2026-02-23 21:51:24.036950,67.19,High,True
931,Applicant_931,25,Female,Married,1,Post-Graduate,Salaried,5,956373.03,581726.41,Auto,36,4.42,624,Owned,Rejected,2025-12-28 21:51:24.036953,60.83,High,False
932,Applicant_932,43,Male,Married,3,Graduate,Salaried,8,906367.06,885730.09,Home,36,6.36,632,Mortgage,Pending,2026-06-21 21:51:24.036957,97.72,High,False
933,Applicant_933,30,Female,Single,0,Graduate,Self-Employed,2,910413.16,496943.61,Personal,60,3.55,534,Mortgage,Approved,2025-10-21 21:51:24.036960,54.58,High,True
934,Applicant_934,64,Female,Married,3,High School,Retired,15,593872.5,478627.38,Home,24,5.77,743,Rented,Pending,2026-02-22 21:51:24.036963,80.59,High,False
935,Applicant_935,22,Female,Married,1,Graduate,Salaried,2,1664003.64,238231.73,Debt Consolidation,36,7.1,643,Rented,Approved,2026-01-01 21:51:24.036967,14.32,High,True
936,Applicant_936,33,Male,Married,2,Under-Graduate,Salaried,9,993282.65,437540.45,Business,60,10.26,716,Owned,Approved,2026-01-22 21:51:24.036970,44.05,High,True
937,Applicant_937,60,Female,Married,2,Graduate,Business Owner,0,738516.43,833294.18,Personal,36,8.78,654,Mortgage,Pending,2026-05-12 21:51:24.036973,112.83,High,False
938,Applicant_938,22,Female,Married,4,Graduate,Self-Employed,3,955708.23,790489.11,Home,48,7.98,678,Mortgage,Approved,2025-10-25 21:51:24.036977,82.71,High,True
939,Applicant_939,40,Male,Married,1,Graduate,Retired,3,540215.34,771032.65,Home,84,6.81,625,Mortgage,Approved,2026-07-21 21:51:24.036980,142.73,High,True
940,Applicant_940,21,Female,Married,0,Post-Graduate,Salaried,6,695478.2,762043.27,Education,36,3.92,677,Mortgage,Approved,2025-09-13 21:51:24.036983,109.57,High,True
